age,gender,education,occupation,organization_type,seniority,annual_income,disposable_income,house_type,vehicle_type,marital_status,no_card,default
22,Male,Under Graduate,Student,None,None,220412,2610,Rented,Two Wheeler,Married,1,1
26,Male,Under Graduate,Business,None,None,82397,8643,Rented,None,Married,1,1
28,Male,Graduate,Professional,None,None,484373,12264,Family,None,Married,1,1
19,Male,Graduate,Salaried,Tier 3,Entry,391356,13982,Family,None,Single,2,1
21,Male,Other,Salaried,Tier 2,Junior,392520,19848,Family,None,Married,0,1
24,Male,Graduate,Professional,None,None,232412,33352,Family,None,Married,0,1
23,Male,Post Graduate,Salaried,None,Junior,175529,38522,Family,None,Single,0,1
23,Male,Other,Salaried,Tier 3,Entry,182277,11962,Rented,Two Wheeler,Single,0,1
25,Male,Post Graduate,Salaried,Tier 3,Junior,279120,1809,Family,None,Single,1,1
23,Male,Graduate,Professional,None,None,363914,8830,Rented,Two Wheeler,Married,2,1
19,Male,Other,Salaried,None,Junior,383676,21639,Rented,None,Single,1,1
19,Female,Post Graduate,Professional,None,None,223958,13305,Family,None,Married,1,1
26,Male,Post Graduate,Student,None,None,276626,31433,Rented,Two Wheeler,Married,0,1
19,Male,Under Graduate,Salaried,None,Mid-level 1,219115,23449,Family,None,Married,1,1
27,Male,Post Graduate,Salaried,Tier 3,Junior,247875,11651,Rented,Two Wheeler,Single,2,1
30,Male,Other,Business,None,None,325937,45558,Family,None,Married,1,1
18,Male,Other,Salaried,Tier 3,Mid-level 1,460935,9648,Family,None,Single,1,1
24,Male,Graduate,Salaried,None,Junior,178246,13900,Rented,Two Wheeler,Single,1,1
29,Male,Other,Salaried,None,Junior,93955,3591,Family,None,Married,0,1
21,Male,Post Graduate,Professional,None,None,217735,13787,Rented,None,Single,1,1
20,Male,Other,Salaried,Tier 3,Junior,53580,5144,Family,None,Single,0,1
26,Male,Other,Salaried,Tier 3,Junior,144505,41772,Family,None,Single,0,1
26,Male,Other,Professional,None,None,480493,20055,Family,None,Single,0,1
30,Male,Under Graduate,Professional,None,None,291280,6966,Rented,None,Single,1,1
24,Male,Post Graduate,Salaried,None,Mid-level 1,82158,2502,Rented,None,Married,0,1
18,Male,Graduate,Salaried,None,Junior,115174,19119,Rented,None,Single,1,1
18,Male,Other,Professional,None,None,347407,11372,Rented,None,Married,1,1
21,Male,Under Graduate,Business,None,None,237216,17665,Rented,None,Married,1,1
23,Male,Under Graduate,Salaried,None,Mid-level 1,479124,5011,Rented,None,Married,1,1
28,Male,Under Graduate,Salaried,Tier 3,Mid-level 1,284232,16209,Rented,None,Single,0,1
20,Male,Graduate,Business,None,None,318674,24585,Rented,None,Single,1,1
23,Male,Under Graduate,Professional,None,None,205314,3397,Family,None,Married,1,1
19,Male,Graduate,Salaried,None,Junior,305193,47855,Family,None,Married,0,1
25,Male,Post Graduate,Student,None,None,189587,1306,Family,None,Married,0,1
25,Male,Post Graduate,Business,None,None,140668,21128,Family,Two Wheeler,Single,0,1
18,Male,Graduate,Business,None,None,253699,4858,Rented,None,Married,0,1
26,Male,Graduate,Salaried,None,Junior,356887,10629,Rented,None,Single,1,1
22,Male,Graduate,Professional,None,None,63724,5323,Family,None,Single,1,1
25,Female,Post Graduate,Professional,None,None,69864,49354,Family,None,Single,1,1
30,Female,Other,Business,None,None,326776,45855,Family,None,Single,1,1
25,Male,Other,Salaried,Tier 3,Junior,152124,40356,Family,None,Married,1,1
18,Male,Graduate,Salaried,Tier 3,Junior,243984,11416,Rented,None,Married,2,1
19,Male,Graduate,Salaried,None,Entry,571083,26512,Rented,None,Married,2,1
27,Male,Under Graduate,Salaried,Tier 3,Junior,267212,23341,Rented,None,Single,0,1
24,Male,Graduate,Salaried,None,Junior,54969,13479,Rented,None,Single,2,1
27,Male,Under Graduate,Salaried,None,Junior,269737,6490,Family,None,Single,0,1
28,Male,Other,Student,None,None,219890,5172,Family,None,Married,0,1
24,Male,Under Graduate,Salaried,None,Mid-level 1,145840,2538,Rented,None,Single,0,1
23,Male,Under Graduate,Business,None,None,272071,1307,Family,Two Wheeler,Single,0,1
19,Male,Under Graduate,Salaried,None,Junior,226638,10686,Family,None,Married,2,1
24,Female,Graduate,Salaried,None,Junior,470112,23579,Rented,None,Married,1,1
27,Male,Graduate,Salaried,Tier 2,Mid-level 1,182084,1302,Family,None,Single,2,1
23,Male,Other,Business,None,None,434311,1857,Rented,None,Married,1,1
20,Male,Other,Business,None,None,262839,13573,Rented,None,Married,1,1
24,Male,Graduate,Student,None,None,271476,9744,Family,None,Other,2,1
23,Female,Other,Business,None,None,314836,15823,Family,Two Wheeler,Single,0,1
22,Male,Graduate,Salaried,Tier 3,Junior,169455,3274,Rented,None,Married,0,1
20,Male,Other,Business,None,None,484128,6594,Family,None,Single,0,1
27,Male,Under Graduate,Student,None,None,230707,15386,Family,None,Married,1,1
28,Male,Other,Business,None,None,352295,10021,Family,Two Wheeler,Single,0,1
24,Female,Under Graduate,Professional,None,None,665875,23352,Family,None,Single,0,1
19,Male,Under Graduate,Salaried,None,Junior,150555,15472,Rented,None,Single,1,1
24,Male,Under Graduate,Professional,None,None,161341,21607,Rented,None,Married,0,1
29,Female,Other,Business,None,None,214218,9964,Family,None,Other,0,1
29,Male,Under Graduate,Professional,None,None,139864,48088,Rented,None,Single,1,1
22,Male,Other,Business,None,None,191006,12169,Family,None,Single,0,1
18,Female,Other,Salaried,None,Junior,416876,15119,Rented,Two Wheeler,Married,0,1
25,Male,Graduate,Business,None,None,477470,2371,Family,None,Single,0,1
24,Female,Other,Professional,None,None,241371,17130,Rented,None,Married,0,1
30,Male,Other,Salaried,Tier 3,Junior,318747,11442,Family,Two Wheeler,Single,0,1
26,Male,Graduate,Student,None,None,566504,27231,Rented,None,Other,1,1
19,Female,Graduate,Salaried,None,Entry,199135,4077,Rented,Two Wheeler,Married,0,1
28,Male,Post Graduate,Professional,None,None,383731,41720,Rented,None,Other,1,1
20,Female,Other,Professional,None,None,50952,46963,Rented,None,Married,2,1
22,Male,Under Graduate,Professional,None,None,184015,18503,Rented,Two Wheeler,Single,1,1
27,Male,Other,Professional,None,None,124392,3727,Family,None,Married,1,1
22,Male,Other,Student,None,None,332738,11938,Rented,None,Married,2,1
22,Female,Under Graduate,Salaried,None,Entry,108192,3643,Family,Two Wheeler,Married,1,1
21,Male,Post Graduate,Professional,None,None,488982,11479,Family,None,Married,0,1
27,Male,Other,Salaried,Tier 2,Entry,381284,2686,Owned,None,Single,0,1
19,Male,Post Graduate,Salaried,Tier 3,Mid-level 1,116159,47003,Rented,None,Single,0,1
30,Male,Other,Salaried,None,Entry,228836,42101,Rented,None,Single,1,1
19,Female,Graduate,Salaried,Tier 3,Junior,493010,4969,Rented,None,Single,1,1
27,Male,Graduate,Professional,None,None,415700,15293,Rented,None,Married,2,1
25,Male,Other,Salaried,None,Mid-level 1,448215,15344,Family,None,Single,1,1
26,Female,Other,Professional,None,None,149104,17930,Family,None,Single,0,1
25,Male,Other,Salaried,None,Entry,154305,16871,Rented,None,Other,0,1
25,Male,Post Graduate,Student,None,None,69974,1255,Family,None,Single,1,1
21,Male,Graduate,Professional,None,None,405379,34244,Rented,None,Single,1,1
28,Male,Under Graduate,Professional,None,None,173177,2083,Rented,Two Wheeler,Married,1,1
25,Male,Graduate,Salaried,None,Junior,449424,21589,Rented,None,Other,1,1
19,Male,Under Graduate,Salaried,None,Junior,378738,13470,Family,Two Wheeler,Married,0,1
25,Male,Post Graduate,Salaried,Tier 2,Junior,342283,4995,Family,None,Married,1,1
29,Male,Post Graduate,Professional,None,None,360063,15654,Rented,None,Single,1,1
23,Male,Graduate,Business,None,None,233977,34392,Family,None,Single,0,1
28,Male,Graduate,Business,None,None,240583,11302,Family,None,Married,0,1
28,Female,Post Graduate,Student,None,None,192979,3607,Rented,None,Single,0,1
19,Male,Other,Salaried,Tier 3,Junior,131085,5139,Rented,None,Single,0,1
22,Female,Other,Student,None,None,70911,8180,Family,None,Single,2,1
22,Male,Post Graduate,Professional,None,None,484703,6082,Rented,Two Wheeler,Married,1,1
25,Male,Post Graduate,Professional,None,None,338459,2442,Rented,None,Single,0,1
23,Male,Other,Salaried,Tier 3,Junior,186765,23331,Rented,None,Married,1,1
18,Male,Graduate,Salaried,None,Junior,53903,19995,Rented,Two Wheeler,Single,0,1
27,Male,Post Graduate,Salaried,None,Entry,955683,43272,Family,None,Single,1,1
21,Male,Under Graduate,Student,None,None,264616,13731,Rented,None,Single,1,1
22,Female,Other,Salaried,Tier 2,Junior,101997,17735,Rented,None,Single,0,1
28,Male,Under Graduate,Professional,None,None,362771,18828,Rented,Two Wheeler,Single,2,1
27,Male,Other,Salaried,Tier 3,Mid-level 1,221008,8359,Rented,None,Single,1,1
23,Male,Under Graduate,Business,None,None,468942,17224,Family,None,Married,1,1
20,Male,Other,Salaried,None,Mid-level 1,212016,9105,Rented,None,Married,0,1
28,Male,Under Graduate,Professional,None,None,69113,24828,Family,None,Single,1,1
22,Male,Under Graduate,Salaried,None,Junior,301376,36536,Rented,Two Wheeler,Married,1,1
27,Male,Graduate,Professional,None,None,232266,2270,Rented,Four Wheeler,Other,0,1
23,Male,Graduate,Business,None,None,361650,13109,Rented,Two Wheeler,Other,1,1
21,Male,Post Graduate,Student,None,None,199730,15214,Rented,Two Wheeler,Other,0,1
21,Male,Post Graduate,Professional,None,None,332334,16273,Family,None,Single,0,1
22,Male,Other,Salaried,Tier 3,Junior,426361,14151,Family,None,Single,1,1
25,Male,Other,Business,None,None,112553,10471,Rented,None,Married,1,1
22,Female,Graduate,Student,None,None,104882,47496,Rented,None,Single,2,1
24,Male,Other,Salaried,None,Mid-level 1,306667,9550,Rented,None,Married,0,1
18,Male,Under Graduate,Salaried,Tier 3,Junior,336241,8161,Family,None,Single,1,1
18,Female,Post Graduate,Professional,None,None,286167,21241,Rented,None,Single,0,1
19,Male,Under Graduate,Salaried,None,Junior,567931,43562,Family,None,Single,1,1
27,Male,Under Graduate,Salaried,None,Mid-level 1,337526,23287,Rented,Two Wheeler,Married,0,1
24,Female,Under Graduate,Salaried,Tier 3,Junior,154990,28707,Rented,None,Single,1,1
23,Male,Other,Salaried,None,Mid-level 1,431960,10145,Rented,None,Single,2,1
30,Male,Graduate,Business,None,None,433736,11592,Family,Two Wheeler,Married,2,1
21,Male,Post Graduate,Business,None,None,541249,41246,Rented,None,Married,1,1
25,Male,Graduate,Professional,None,None,63745,21650,Family,None,Single,1,1
27,Male,Graduate,Business,None,None,311893,24487,Family,None,Married,0,1
22,Male,Other,Salaried,Tier 3,Entry,377995,38268,Rented,None,Single,1,1
23,Male,Other,Salaried,None,Entry,278209,3540,Family,Two Wheeler,Married,0,1
22,Male,Under Graduate,Salaried,Tier 3,Junior,93224,42844,Rented,Two Wheeler,Married,1,1
24,Male,Under Graduate,Professional,None,None,318879,26786,Rented,None,Single,2,1
23,Male,Under Graduate,Professional,None,None,365048,20765,Rented,None,Single,0,1
25,Male,Other,Professional,None,None,73863,2854,Family,None,Married,2,1
24,Male,Graduate,Salaried,Tier 3,Entry,200159,16871,Family,Two Wheeler,Married,0,1
30,Male,Under Graduate,Professional,None,None,219882,5208,Rented,None,Married,1,1
26,Male,Graduate,Professional,None,None,184689,8671,Rented,None,Married,0,1
22,Male,Post Graduate,Salaried,None,Junior,418218,8188,Family,None,Married,0,1
24,Male,Under Graduate,Salaried,None,Mid-level 1,429341,24976,Rented,None,Married,1,1
27,Male,Graduate,Salaried,Tier 3,Junior,317824,40363,Family,None,Single,1,1
21,Male,Post Graduate,Salaried,None,Junior,290776,10422,Family,None,Married,0,1
24,Male,Graduate,Salaried,Tier 3,Entry,410840,17143,Rented,None,Single,0,1
22,Male,Other,Salaried,Tier 3,Junior,218909,13958,Family,Two Wheeler,Single,1,1
23,Male,Post Graduate,Salaried,Tier 3,Junior,200941,8251,Rented,Two Wheeler,Single,1,1
19,Male,Graduate,Business,None,None,321438,8913,Family,Two Wheeler,Married,0,1
29,Male,Post Graduate,Student,None,None,359876,2955,Rented,None,Married,2,1
25,Male,Post Graduate,Professional,None,None,450803,18488,Rented,Two Wheeler,Married,1,1
32,Male,Graduate,Salaried,Tier 3,Mid-level 2,958248,47744,Family,None,Married,1,1
22,Male,Post Graduate,Salaried,None,Junior,336696,3368,Rented,None,Married,0,1
30,Female,Under Graduate,Salaried,None,Mid-level 1,247715,32183,Family,Two Wheeler,Single,0,1
27,Male,Under Graduate,Salaried,Tier 3,Entry,53777,18624,Family,None,Single,0,1
26,Male,Other,Professional,None,None,420180,16574,Rented,None,Married,0,1
26,Male,Under Graduate,Professional,None,None,173180,3826,Family,None,Married,0,1
20,Male,Other,Salaried,None,Entry,384067,49101,Family,None,Single,1,1
25,Male,Under Graduate,Salaried,None,Junior,608832,24792,Family,None,Single,1,1
29,Female,Post Graduate,Business,None,None,85877,19996,Family,None,Married,1,1
26,Male,Post Graduate,Salaried,Tier 3,Junior,450694,7631,Family,None,Married,2,1
21,Male,Graduate,Professional,None,None,145566,29611,Rented,Two Wheeler,Married,1,1
29,Male,Graduate,Business,None,None,67001,12134,Rented,None,Single,1,1
22,Male,Post Graduate,Salaried,None,Junior,231696,10024,Family,None,Single,0,1
28,Female,Post Graduate,Salaried,Tier 3,Junior,247357,4021,Rented,Two Wheeler,Single,0,1
28,Male,Graduate,Salaried,Tier 3,Entry,100523,25318,Rented,None,Married,0,1
23,Male,Graduate,Professional,None,None,465433,14723,Rented,None,Single,0,1
29,Male,Other,Salaried,Tier 3,Junior,148705,49234,Rented,None,Married,2,1
18,Male,Graduate,Professional,None,None,756376,42575,Rented,Two Wheeler,Single,1,1
28,Male,Other,Professional,None,None,399742,48859,Rented,Two Wheeler,Single,1,1
20,Male,Other,Salaried,None,Mid-level 1,142308,8537,Rented,Two Wheeler,Married,0,1
18,Female,Post Graduate,Salaried,None,Mid-level 1,237494,17030,Family,Two Wheeler,Single,0,1
25,Male,Graduate,Professional,None,None,89986,32284,Rented,Two Wheeler,Single,2,1
19,Male,Under Graduate,Professional,None,None,83499,20801,Family,Two Wheeler,Single,1,1
25,Male,Other,Salaried,None,Entry,225577,26580,Rented,None,Single,2,1
24,Male,Under Graduate,Student,None,None,379033,11620,Rented,None,Single,1,1
22,Male,Other,Salaried,None,Junior,133222,44530,Rented,None,Married,0,1
18,Male,Graduate,Professional,None,None,154437,35481,Family,Two Wheeler,Single,1,1
26,Male,Post Graduate,Professional,None,None,213681,15213,Rented,None,Married,0,1
27,Male,Graduate,Salaried,Tier 3,Junior,225888,2223,Family,None,Married,0,1
21,Female,Other,Student,None,None,435868,16488,Family,None,Married,0,1
29,Male,Under Graduate,Salaried,None,Mid-level 1,292744,2695,Family,Two Wheeler,Single,0,1
23,Female,Graduate,Professional,None,None,444455,15965,Rented,Two Wheeler,Married,0,1
18,Male,Other,Salaried,Tier 3,Entry,336162,36736,Family,None,Married,0,1
27,Male,Graduate,Professional,None,None,381680,13309,Rented,None,Married,1,1
18,Female,Graduate,Business,None,None,319952,28166,Rented,None,Single,0,1
22,Male,Graduate,Professional,None,None,236050,9386,Rented,Two Wheeler,Married,0,1
22,Male,Other,Business,None,None,385151,12109,Rented,None,Married,1,1
24,Male,Under Graduate,Salaried,None,Mid-level 1,305322,36365,Family,None,Single,0,1
28,Male,Post Graduate,Business,None,None,160038,14285,Rented,None,Married,0,1
21,Male,Other,Salaried,Tier 2,Junior,206349,12377,Family,None,Other,0,1
19,Male,Graduate,Business,None,None,922427,47758,Family,Two Wheeler,Married,2,1
20,Male,Under Graduate,Student,None,None,417808,9459,Family,None,Other,0,1
27,Male,Graduate,Salaried,None,Entry,58649,16213,Rented,None,Married,2,1
20,Female,Other,Business,None,None,311428,4059,Family,None,Other,0,1
27,Female,Post Graduate,Business,None,None,481018,24563,Rented,Two Wheeler,Single,1,1
27,Male,Graduate,Salaried,None,Junior,92125,7332,Rented,None,Other,2,1
21,Female,Graduate,Salaried,Tier 3,Entry,150167,1075,Rented,Two Wheeler,Married,0,1
25,Male,Graduate,Business,None,None,233875,7036,Rented,Two Wheeler,Married,2,1
22,Male,Graduate,Business,None,None,258867,40289,Family,None,Single,2,1
26,Female,Graduate,Professional,None,None,159980,43609,Rented,None,Married,0,1
26,Male,Graduate,Salaried,None,Mid-level 1,272772,22966,Family,None,Married,0,1
29,Male,Post Graduate,Professional,None,None,181917,31822,Family,None,Single,0,1
21,Male,Graduate,Salaried,None,Mid-level 1,281985,23181,Rented,None,Single,0,1
23,Male,Under Graduate,Business,None,None,215882,2233,Rented,Two Wheeler,Single,0,1
19,Male,Under Graduate,Salaried,Tier 3,Junior,203498,22571,Family,None,Single,1,1
25,Male,Graduate,Professional,None,None,135626,7429,Family,None,Married,0,1
25,Male,Graduate,Salaried,None,Entry,241795,31258,Rented,None,Married,0,1
21,Male,Graduate,Business,None,None,360664,40105,Family,None,Married,0,1
18,Male,Under Graduate,Student,None,None,406261,3191,Family,None,Married,1,1
23,Female,Under Graduate,Business,None,None,452071,12365,Rented,None,Single,1,1
24,Male,Under Graduate,Salaried,None,Entry,70719,7639,Rented,None,Married,1,1
24,Male,Graduate,Salaried,None,Junior,193809,47485,Rented,None,Married,0,1
18,Male,Other,Salaried,Tier 3,Mid-level 1,124953,9926,Rented,Two Wheeler,Single,0,1
20,Male,Graduate,Salaried,None,Entry,415551,18957,Rented,None,Married,0,1
21,Male,Graduate,Professional,None,None,635277,36414,Family,None,Married,0,1
21,Male,Under Graduate,Salaried,None,Entry,187521,11332,Rented,None,Single,0,1
23,Male,Other,Salaried,None,Entry,249619,23396,Rented,Two Wheeler,Married,0,1
28,Male,Under Graduate,Salaried,Tier 3,Junior,124069,2413,Family,None,Married,0,1
25,Male,Graduate,Salaried,None,Entry,138576,18525,Family,None,Married,0,1
18,Male,Graduate,Student,None,None,115219,4036,Family,None,Other,1,1
24,Male,Graduate,Salaried,None,Junior,206776,13208,Rented,None,Married,1,1
27,Male,Post Graduate,Business,None,None,99678,13603,Rented,Two Wheeler,Married,2,1
29,Male,Other,Business,None,None,192279,34049,Family,None,Married,0,1
29,Female,Post Graduate,Salaried,Tier 3,Junior,109653,9029,Rented,None,Single,0,1
19,Female,Under Graduate,Salaried,None,Mid-level 1,456371,18568,Rented,Two Wheeler,Single,0,1
24,Male,Graduate,Professional,None,None,110511,16646,Rented,Two Wheeler,Single,0,1
24,Male,Post Graduate,Salaried,Tier 3,Junior,303514,22059,Rented,Two Wheeler,Single,1,1
28,Female,Post Graduate,Salaried,Tier 3,Junior,233627,18303,Family,Two Wheeler,Married,0,1
